ID,Topic,Sentiment,Text,Timestamp,IngestedAt,TextLength
6350,FIFA,Irrelevant,the unstoppable sweeping Bayern Munich on fifa,2025-10-13 21:10:10,2025-10-13 21:10:20,46
6351,FIFA,Positive,"Will anyone buy me a star pass in Fifa mobile. I badly need it. Will anyone do this only for a once?. Please , I have money to buy but cant spend it for certain reasons. . Please if anyone is eager to buy it for me??. .",2025-10-13 21:10:10,2025-10-13 21:10:20,220
6351,FIFA,Positive,"I need it urgently. Does anyone do this only once? Please, I have money to buy but cannot spend it for certain reasons... Please, if someone is willing to buy it for me?..",2025-10-13 21:10:10,2025-10-13 21:10:20,171
6351,FIFA,Positive,"Will someone buy me a star pass on my FIFA mobile phone. I need it very much. Can someone only do it once?. Please, I have the money to buy it, but I can't spend it for certain reasons... Please, if someone wants to buy it for me?...",2025-10-13 21:10:10,2025-10-13 21:10:20,233
6351,FIFA,Positive,"Will anyone buy Alex a star pass in Fifa??. I still need it. Will anyone do this only for a bid?. Please, I have money to buy but cant spend it among certain reasons.. Please if anyone is eager to buy it for me??..",2025-10-13 21:10:10,2025-10-13 21:10:20,214
6351,FIFA,Positive,"... Will anyone buy with me a star pass in my Fifa on mobile. I badly need it. Will anyone do this only for for a once?. Please, I do have some money to buy but cant I spend it for certain reasons.. Please if anyone is eager to try buy us it for me??..",2025-10-13 21:10:10,2025-10-13 21:10:20,252
6351,FIFA,Positive,"Can anyone buy me a star slot in Fifa mobile. I badly need several. can anyone do this only for a once?. Please, we have money to buy some just spend these for certain reasons.. Please if anyone is eager and buy it for me??..",2025-10-13 21:10:10,2025-10-13 21:10:20,225
6352,FIFA,Neutral,There is an ongoing trend for African clubs disrespecting the international calendar. Could it be that it's frequency towards the end of the calendar year is disturbing or its down to the corona Virus protocols. Every club is manadated under FIFA Statutes to release players.,2025-10-13 21:10:10,2025-10-13 21:10:20,275
6352,FIFA,Neutral,"There is an ongoing trend of African clubs flouting the international calendar. Could it be that their frequency is worrying towards the end of the calendar year, or that it dates back to the Corona Virus protocols? Each club is managed in accordance with FIFA statutes to release players.",2025-10-13 21:10:10,2025-10-13 21:10:20,289
6352,FIFA,Neutral,"There is a constant tendency for African clubs to disrupt the international calendar, perhaps because the frequency of matches at the end of the calendar year is worrying, or because each club is obliged by FIFA's statutes to release players.",2025-10-13 21:10:10,2025-10-13 21:10:20,242
6352,FIFA,Neutral,There also an ongoing trend for African clubs disrespecting FIFA international calendar. Could it be why it's frequency towards the end of the calendar year is disturbing or its down from the corona Virus protocols. Every club is manadated following FIFA Statutes to release players.,2025-10-13 21:10:10,2025-10-13 21:10:20,283
6352,FIFA,Neutral,Key There is an ongoing rising trend for Eastern African clubs disrespecting in the international calendar. Could it be possible that it'at s high frequency even towards the end of the calendar year is disturbing or its down to the de corona Virus protocols. Every club is manadated under FIFA Statutes 2008 to release players.,2025-10-13 21:10:10,2025-10-13 21:10:20,327
6352,FIFA,Neutral,There is an ongoing trend for many clubs disrespecting the ICC calendar. Will it remain that it's frequency towards the end of the calendar year still growing or its down to possible corona Virus protocols. Every club is manadated under FIFA Statutes against release players.,2025-10-13 21:10:10,2025-10-13 21:10:20,275
